GP;date;year;month;day;T;P;Q_obs;Q_sim
76075 Kosa;15.01.2009;2009;1;15;-5.7;1;22.3;10.09
76075 Kosa;16.01.2009;2009;1;16;-17.24;0.58;20.2;9.72
76075 Kosa;17.01.2009;2009;1;17;-17.71;0.1;19.5;9.37
76075 Kosa;18.01.2009;2009;1;18;-11.33;0.08;18.5;9.03
76075 Kosa;19.01.2009;2009;1;19;-17.19;0;18.1;8.7
76075 Kosa;20.01.2009;2009;1;20;-15.01;0.8;17.1;8.38
76075 Kosa;21.01.2009;2009;1;21;-14.49;2.75;17.1;8.08
76075 Kosa;22.01.2009;2009;1;22;-12.8;1.1;16.7;7.78
76075 Kosa;23.01.2009;2009;1;23;-7.09;8.95;15.7;7.5
76075 Kosa;24.01.2009;2009;1;24;-3.46;3.58;15.3;7.23
76075 Kosa;25.01.2009;2009;1;25;-5.33;0.58;15.1;6.96
76075 Kosa;26.01.2009;2009;1;26;-6.05;0.38;14.4;6.71
76075 Kosa;27.01.2009;2009;1;27;-5.74;3.58;14;6.47
76075 Kosa;28.01.2009;2009;1;28;-10.03;6.5;14;6.23
76075 Kosa;29.01.2009;2009;1;29;-20.69;0;13.6;6
76075 Kosa;30.01.2009;2009;1;30;-24.88;0;13.6;5.79
76075 Kosa;31.01.2009;2009;1;31;-23.31;0;13.6;5.57
76075 Kosa;01.02.2009;2009;2;1;-23.71;0;13.6;5.37
76075 Kosa;02.02.2009;2009;2;2;-17;4.5;13.6;5.18
76075 Kosa;03.02.2009;2009;2;3;-8.25;2.38;13.8;4.99
76075 Kosa;04.02.2009;2009;2;4;-9.24;1.68;13.8;4.81
76075 Kosa;05.02.2009;2009;2;5;-24.54;1.43;13.3;4.63
76075 Kosa;06.02.2009;2009;2;6;-29.88;0.23;13.3;4.46
76075 Kosa;07.02.2009;2009;2;7;-30.13;0;13.5;4.3
76075 Kosa;08.02.2009;2009;2;8;-20.08;0.85;13.5;4.14
76075 Kosa;09.02.2009;2009;2;9;-12.75;4.5;13.5;3.99
76075 Kosa;10.02.2009;2009;2;10;-8.71;1.05;13.5;3.85
76075 Kosa;11.02.2009;2009;2;11;-4.44;0;13.5;3.71
76075 Kosa;12.02.2009;2009;2;12;-4.93;0.15;13.3;3.57
76075 Kosa;13.02.2009;2009;2;13;-6.15;0.6;12.9;3.44
76075 Kosa;14.02.2009;2009;2;14;-6.18;0.35;12.9;3.32
76075 Kosa;15.02.2009;2009;2;15;-6.11;0.75;13;3.2
76075 Kosa;16.02.2009;2009;2;16;-3.98;0.15;12.6;3.08
76075 Kosa;17.02.2009;2009;2;17;-5.95;0.03;12.8;2.97
76075 Kosa;18.02.2009;2009;2;18;-3.48;0.45;12.8;2.86
76075 Kosa;19.02.2009;2009;2;19;-6.86;1.03;12.9;2.76
76075 Kosa;20.02.2009;2009;2;20;-14.28;0;12.6;2.66
76075 Kosa;21.02.2009;2009;2;21;-11.19;0;12.8;2.56
76075 Kosa;22.02.2009;2009;2;22;-10.26;0;12.8;2.47
76075 Kosa;23.02.2009;2009;2;23;-11.24;0;13;2.38
76075 Kosa;24.02.2009;2009;2;24;-10.48;0;12.5;2.29
76075 Kosa;25.02.2009;2009;2;25;-8.31;0.05;12.6;2.21
76075 Kosa;26.02.2009;2009;2;26;-8.15;1.23;12.6;2.13
76075 Kosa;27.02.2009;2009;2;27;-5.6;0.43;12.5;2.05
76075 Kosa;28.02.2009;2009;2;28;-4.3;0.1;12.5;1.97
76075 Kosa;01.03.2009;2009;3;1;-3.08;0;12.5;1.9
76075 Kosa;02.03.2009;2009;3;2;-2.61;0;12.5;1.83
76075 Kosa;03.03.2009;2009;3;3;-2.23;0;12.6;1.77
76075 Kosa;04.03.2009;2009;3;4;-6.19;0;12.6;1.7
76075 Kosa;05.03.2009;2009;3;5;-6.05;0.23;12.6;1.64
76075 Kosa;06.03.2009;2009;3;6;-6.64;0.63;12.6;1.58
76075 Kosa;07.03.2009;2009;3;7;-7.08;0.35;12.1;1.52
76075 Kosa;08.03.2009;2009;3;8;-4.41;1.5;12.1;1.47
76075 Kosa;09.03.2009;2009;3;9;-3.55;4.85;12.1;1.41
76075 Kosa;10.03.2009;2009;3;10;-2.59;2;12.1;1.36
76075 Kosa;11.03.2009;2009;3;11;-0.9;6.25;12.3;1.31
76075 Kosa;12.03.2009;2009;3;12;-2;2.1;11.8;1.26
76075 Kosa;13.03.2009;2009;3;13;-9.4;1.75;11.9;1.22
76075 Kosa;14.03.2009;2009;3;14;-9.11;0.25;11.9;1.17
76075 Kosa;15.03.2009;2009;3;15;-8.81;0.03;11.9;1.13
76075 Kosa;16.03.2009;2009;3;16;-4.06;0.08;11.4;1.09
76075 Kosa;17.03.2009;2009;3;17;-2.08;0.35;11.6;1.05
76075 Kosa;18.03.2009;2009;3;18;-1.98;0.15;11.6;1.01
76075 Kosa;19.03.2009;2009;3;19;-3.04;0.03;11.6;0.98
76075 Kosa;20.03.2009;2009;3;20;-2.53;0.53;11.6;0.94
76075 Kosa;21.03.2009;2009;3;21;-3.23;2.65;11.6;0.91
76075 Kosa;22.03.2009;2009;3;22;-1.93;2.65;11.6;0.87
76075 Kosa;23.03.2009;2009;3;23;-3.85;1.05;11.6;0.84
76075 Kosa;24.03.2009;2009;3;24;-7;0.2;11.7;0.81
76075 Kosa;25.03.2009;2009;3;25;-7.19;0.1;11.7;0.78
76075 Kosa;26.03.2009;2009;3;26;-3.88;0.1;11.7;0.75
76075 Kosa;27.03.2009;2009;3;27;-1.85;0.3;12.4;0.73
76075 Kosa;28.03.2009;2009;3;28;-1.83;0;12.4;0.7
76075 Kosa;29.03.2009;2009;3;29;-0.61;0.1;12.9;0.67
76075 Kosa;30.03.2009;2009;3;30;2.73;0.38;13.6;0.79
76075 Kosa;31.03.2009;2009;3;31;4.4;5.23;13.6;1.61
76075 Kosa;01.04.2009;2009;4;1;2.93;3.35;14.3;3.53
76075 Kosa;02.04.2009;2009;4;2;0.74;6;15.2;6.42
76075 Kosa;03.04.2009;2009;4;3;-0.23;1.35;16.2;9.12
76075 Kosa;04.04.2009;2009;4;4;-5.88;0;16.4;10.6
76075 Kosa;05.04.2009;2009;4;5;-8.2;0;17.1;10.83
76075 Kosa;06.04.2009;2009;4;6;-6.93;0.1;17.5;10.43
76075 Kosa;07.04.2009;2009;4;7;-5.57;0.03;18.4;10.06
76075 Kosa;08.04.2009;2009;4;8;-7.64;0.1;19;9.69
76075 Kosa;09.04.2009;2009;4;9;-6.16;0.18;19.6;9.34
76075 Kosa;10.04.2009;2009;4;10;-4.35;0;19.6;9
76075 Kosa;11.04.2009;2009;4;11;-1.89;0;20.4;8.67
76075 Kosa;12.04.2009;2009;4;12;1.64;0;21.3;8.44
76075 Kosa;13.04.2009;2009;4;13;4.58;0;21.3;8.96
76075 Kosa;14.04.2009;2009;4;14;5.14;0;21.7;11.05
76075 Kosa;15.04.2009;2009;4;15;7.31;0;22.3;15.69
76075 Kosa;16.04.2009;2009;4;16;1.24;0;23.4;21.24
76075 Kosa;17.04.2009;2009;4;17;-2.36;0;23.7;25.03
76075 Kosa;18.04.2009;2009;4;18;-0.39;0.75;25.1;25.95
76075 Kosa;19.04.2009;2009;4;19;1.9;2.38;26.9;25.69
76075 Kosa;20.04.2009;2009;4;20;-0.63;0.18;28.7;26.06
76075 Kosa;21.04.2009;2009;4;21;-2.78;3.75;30;26.41
76075 Kosa;22.04.2009;2009;4;22;-2.79;3.28;32.2;26.1
76075 Kosa;23.04.2009;2009;4;23;-1.89;7.83;34.2;25.15
76075 Kosa;24.04.2009;2009;4;24;-0.51;10.33;35.7;24.24
76075 Kosa;25.04.2009;2009;4;25;-2.79;0.33;36.5;23.36
76075 Kosa;26.04.2009;2009;4;26;0.29;0.5;37.4;22.51
76075 Kosa;27.04.2009;2009;4;27;6.06;1.63;39;23.29
76075 Kosa;28.04.2009;2009;4;28;5.73;0.15;40.2;27.39
76075 Kosa;29.04.2009;2009;4;29;2.9;3.98;43;34.65
76075 Kosa;30.04.2009;2009;4;30;2.69;2.25;47.7;42.88
76075 Kosa;01.05.2009;2009;5;1;1.29;0;58.3;48.78
76075 Kosa;02.05.2009;2009;5;2;0.84;0.13;73.7;51.23
76075 Kosa;03.05.2009;2009;5;3;0.15;0.48;93.6;50.79
76075 Kosa;04.05.2009;2009;5;4;0.36;0.25;125;49.06
76075 Kosa;05.05.2009;2009;5;5;2.95;0.75;158;48.23
76075 Kosa;06.05.2009;2009;5;6;13.13;0;206;53.71
76075 Kosa;07.05.2009;2009;5;7;16.63;0;260;85.35
76075 Kosa;08.05.2009;2009;5;8;15.34;0.1;324;164.19
76075 Kosa;09.05.2009;2009;5;9;13.93;0.03;321;286.96
76075 Kosa;10.05.2009;2009;5;10;10.53;0.08;351;419.67
76075 Kosa;11.05.2009;2009;5;11;14.2;0;405;513.53
76075 Kosa;12.05.2009;2009;5;12;17.4;0;476;544.38
76075 Kosa;13.05.2009;2009;5;13;19.29;0;542;522.35
76075 Kosa;14.05.2009;2009;5;14;20.56;0.03;578;475.99
76075 Kosa;15.05.2009;2009;5;15;15.66;8.58;584;434.96
76075 Kosa;16.05.2009;2009;5;16;7.68;10;572;411.17
76075 Kosa;17.05.2009;2009;5;17;3.08;1.6;545;398.09
76075 Kosa;18.05.2009;2009;5;18;10;0;503;381.47
76075 Kosa;19.05.2009;2009;5;19;6.89;0;458;353.31
76075 Kosa;20.05.2009;2009;5;20;0.46;0.1;419;319.57
76075 Kosa;21.05.2009;2009;5;21;2.19;0;381;288
76075 Kosa;22.05.2009;2009;5;22;5.95;0;341;259.62
76075 Kosa;23.05.2009;2009;5;23;11.05;0;292;234.04
76075 Kosa;24.05.2009;2009;5;24;8.16;5.03;239;213.5
76075 Kosa;25.05.2009;2009;5;25;14.49;0.08;184;197.54
76075 Kosa;26.05.2009;2009;5;26;14.95;0.2;138;183.3
76075 Kosa;27.05.2009;2009;5;27;12.04;2.33;111;168.96
76075 Kosa;28.05.2009;2009;5;28;16.19;0.08;95.6;154.44
76075 Kosa;29.05.2009;2009;5;29;21.26;0;87.6;141.24
76075 Kosa;30.05.2009;2009;5;30;14.16;0;81.2;128.3
76075 Kosa;31.05.2009;2009;5;31;9.64;0.43;75.2;115.73
76075 Kosa;01.06.2009;2009;6;1;7.84;1.58;68.9;105.56
76075 Kosa;02.06.2009;2009;6;2;12.53;1.5;62.6;98.6
76075 Kosa;03.06.2009;2009;6;3;9.06;1.6;57;94.42
76075 Kosa;04.06.2009;2009;6;4;17.1;5.05;51.8;91.82
76075 Kosa;05.06.2009;2009;6;5;15.05;8.75;49.2;90.09
76075 Kosa;06.06.2009;2009;6;6;16.08;2.05;47.3;88.97
76075 Kosa;07.06.2009;2009;6;7;16.45;6.58;46;88.14
76075 Kosa;08.06.2009;2009;6;8;14.09;0.58;47.9;86.96
76075 Kosa;09.06.2009;2009;6;9;15.03;6.8;49.9;85.61
76075 Kosa;10.06.2009;2009;6;10;13.26;1.58;50.5;84.26
76075 Kosa;11.06.2009;2009;6;11;13.74;1.33;51.8;82.63
76075 Kosa;12.06.2009;2009;6;12;19.23;3.1;53.8;80.83
76075 Kosa;13.06.2009;2009;6;13;18.91;5.55;53.8;79.01
76075 Kosa;14.06.2009;2009;6;14;17.51;23.75;52.5;78.94
76075 Kosa;15.06.2009;2009;6;15;20.99;0;49.2;80.12
76075 Kosa;16.06.2009;2009;6;16;23.71;0.03;45.3;80.68
76075 Kosa;17.06.2009;2009;6;17;24;1.58;46;79.46
76075 Kosa;18.06.2009;2009;6;18;21.24;4.6;47.9;77.2
76075 Kosa;19.06.2009;2009;6;19;19.89;10.08;47.9;76.05
76075 Kosa;20.06.2009;2009;6;20;14.09;1.23;44;75.59
76075 Kosa;21.06.2009;2009;6;21;15.23;1.08;38.2;74.85
76075 Kosa;22.06.2009;2009;6;22;13.1;1.05;35.6;73.27
76075 Kosa;23.06.2009;2009;6;23;11.01;0.18;34.3;71.02
76075 Kosa;24.06.2009;2009;6;24;12.75;0.1;34.3;68.69
76075 Kosa;25.06.2009;2009;6;25;14.01;0;33;66.29
76075 Kosa;26.06.2009;2009;6;26;12.29;0;29.8;63.9
76075 Kosa;27.06.2009;2009;6;27;14.66;0.13;26.8;61.58
76075 Kosa;28.06.2009;2009;6;28;13.8;13.08;24.4;59.63
76075 Kosa;29.06.2009;2009;6;29;11.56;18;23.3;58.88
76075 Kosa;30.06.2009;2009;6;30;8.79;0;23.3;58.98
76075 Kosa;01.07.2009;2009;7;1;10.75;0;23.3;58.8
76075 Kosa;02.07.2009;2009;7;2;12.41;5;24.4;57.88
76075 Kosa;03.07.2009;2009;7;3;9.28;35.23;26.2;59.48
76075 Kosa;04.07.2009;2009;7;4;9.69;0.78;31;64.14
76075 Kosa;05.07.2009;2009;7;5;10.7;0.1;34.9;68.47
76075 Kosa;06.07.2009;2009;7;6;11.64;1;40.8;69.56
76075 Kosa;07.07.2009;2009;7;7;12.48;3.75;48.6;68.44
76075 Kosa;08.07.2009;2009;7;8;11.83;47.5;59.8;84.71
76075 Kosa;09.07.2009;2009;7;9;11.5;12.25;84.4;128.99
76075 Kosa;10.07.2009;2009;7;10;12.34;1.7;120;182.09
76075 Kosa;11.07.2009;2009;7;11;16.31;0.3;131;213.07
76075 Kosa;12.07.2009;2009;7;12;19.85;0;141;209.98
76075 Kosa;13.07.2009;2009;7;13;21.6;0;155;191.61
76075 Kosa;14.07.2009;2009;7;14;21.05;0;164;172.94
76075 Kosa;15.07.2009;2009;7;15;23.8;1.25;165;156.53
76075 Kosa;16.07.2009;2009;7;16;19.89;6.75;153;145.64
76075 Kosa;17.07.2009;2009;7;17;19.13;0;130;139.02
76075 Kosa;18.07.2009;2009;7;18;19.91;12.5;99.6;137.32
76075 Kosa;19.07.2009;2009;7;19;14.19;11.58;71.7;142.34
76075 Kosa;20.07.2009;2009;7;20;10.46;0.33;55.7;149.31
76075 Kosa;21.07.2009;2009;7;21;12.76;0;46;150.79
76075 Kosa;22.07.2009;2009;7;22;17.66;0;42.7;141.69
76075 Kosa;23.07.2009;2009;7;23;18;0.2;41.4;127.92
76075 Kosa;24.07.2009;2009;7;24;18.43;0.55;40.8;115.6
76075 Kosa;25.07.2009;2009;7;25;18.09;0.85;40.1;105.68
76075 Kosa;26.07.2009;2009;7;26;19.58;0;38.2;98.66
76075 Kosa;27.07.2009;2009;7;27;21.93;0;36.9;94.03
76075 Kosa;28.07.2009;2009;7;28;20.45;2.03;35.6;90.68
76075 Kosa;29.07.2009;2009;7;29;18.29;0.08;35.6;87.61
76075 Kosa;30.07.2009;2009;7;30;18.3;0;33.6;84.66
76075 Kosa;31.07.2009;2009;7;31;15.36;0;31;81.7
76075 Kosa;01.08.2009;2009;8;1;17.86;0;28;78.73
76075 Kosa;02.08.2009;2009;8;2;19.13;0;25;75.86
76075 Kosa;03.08.2009;2009;8;3;19.11;0;22.7;73.1
76075 Kosa;04.08.2009;2009;8;4;17.01;0.1;20.4;70.44
76075 Kosa;05.08.2009;2009;8;5;11.64;0;19.3;67.88
76075 Kosa;06.08.2009;2009;8;6;12.03;0.1;18.4;65.41
76075 Kosa;07.08.2009;2009;8;7;10.45;0.65;17.5;63.04
76075 Kosa;08.08.2009;2009;8;8;8.65;6.83;17.5;60.79
76075 Kosa;09.08.2009;2009;8;9;8.2;4.48;16.6;58.7
76075 Kosa;10.08.2009;2009;8;10;12.06;0.88;16.2;56.76
76075 Kosa;11.08.2009;2009;8;11;11.24;0.08;15.7;54.86
76075 Kosa;12.08.2009;2009;8;12;12.81;1.6;15.7;52.96
76075 Kosa;13.08.2009;2009;8;13;17.84;4.6;15.3;51.15
76075 Kosa;14.08.2009;2009;8;14;18.93;0.03;15.3;49.44
76075 Kosa;15.08.2009;2009;8;15;16.99;0.1;15.3;47.78
76075 Kosa;16.08.2009;2009;8;16;15.03;1.58;15.3;46.12
76075 Kosa;17.08.2009;2009;8;17;13.8;1.5;14.8;44.49
76075 Kosa;18.08.2009;2009;8;18;15.9;0;14.8;42.93
76075 Kosa;19.08.2009;2009;8;19;18.53;0;14.5;41.41
76075 Kosa;20.08.2009;2009;8;20;21.13;1;14.5;39.92
76075 Kosa;21.08.2009;2009;8;21;21.13;3;14.5;38.5
76075 Kosa;22.08.2009;2009;8;22;15.4;0;14.5;37.14
76075 Kosa;23.08.2009;2009;8;23;10.03;0;14.1;35.83
76075 Kosa;24.08.2009;2009;8;24;7.18;0;14.1;34.54
76075 Kosa;25.08.2009;2009;8;25;10.34;0;14.1;33.28
76075 Kosa;26.08.2009;2009;8;26;11.01;0.13;13.8;32.07
76075 Kosa;27.08.2009;2009;8;27;16.26;2.48;13.8;30.91
76075 Kosa;28.08.2009;2009;8;28;15.26;6;13.8;29.82
76075 Kosa;29.08.2009;2009;8;29;14.58;0.1;14.1;28.8
76075 Kosa;30.08.2009;2009;8;30;10.13;0;14.8;27.81
76075 Kosa;31.08.2009;2009;8;31;6.48;0;15.7;26.82
76075 Kosa;01.09.2009;2009;9;1;8.54;6.08;17.1;25.88
76075 Kosa;02.09.2009;2009;9;2;12.41;0.53;17.5;25.01
76075 Kosa;03.09.2009;2009;9;3;15.03;0.1;17.5;24.17
76075 Kosa;04.09.2009;2009;9;4;17.35;0;16.6;23.34
76075 Kosa;05.09.2009;2009;9;5;17.46;0;15.7;22.5
76075 Kosa;06.09.2009;2009;9;6;17.74;0;14.8;21.68
76075 Kosa;07.09.2009;2009;9;7;18.63;0;14.5;20.89
76075 Kosa;08.09.2009;2009;9;8;19.45;0.1;14.1;20.13
76075 Kosa;09.09.2009;2009;9;9;15.24;0.45;13.8;19.4
76075 Kosa;10.09.2009;2009;9;10;13.33;0.45;13.4;18.7
76075 Kosa;11.09.2009;2009;9;11;15.5;0;13.1;18.02
76075 Kosa;12.09.2009;2009;9;12;11.1;0;13.1;17.37
76075 Kosa;13.09.2009;2009;9;13;11.55;0.3;12.7;16.74
76075 Kosa;14.09.2009;2009;9;14;12.16;0;12.7;16.13
76075 Kosa;15.09.2009;2009;9;15;9.66;0.1;12.4;15.54
76075 Kosa;16.09.2009;2009;9;16;8.33;0.03;12;14.98
76075 Kosa;17.09.2009;2009;9;17;11.98;0.08;12;14.43
76075 Kosa;18.09.2009;2009;9;18;11.89;0.43;12;13.91
76075 Kosa;19.09.2009;2009;9;19;6.26;3.4;11.7;13.41
76075 Kosa;20.09.2009;2009;9;20;4.39;0.38;11.7;12.93
76075 Kosa;21.09.2009;2009;9;21;5.33;1.5;11.3;12.47
76075 Kosa;22.09.2009;2009;9;22;8.81;4.75;11.3;12.04
76075 Kosa;23.09.2009;2009;9;23;10.36;0.63;11.7;11.64
76075 Kosa;24.09.2009;2009;9;24;9.66;2.45;12;11.27
76075 Kosa;25.09.2009;2009;9;25;9.91;1.28;12.4;10.91
76075 Kosa;26.09.2009;2009;9;26;9.16;5.75;12.7;10.61
76075 Kosa;27.09.2009;2009;9;27;8.1;2.83;13.4;10.37
76075 Kosa;28.09.2009;2009;9;28;10.88;1.78;13.8;10.19
76075 Kosa;29.09.2009;2009;9;29;11.19;2.35;14.1;10.03
76075 Kosa;30.09.2009;2009;9;30;13.04;1;14.5;9.86
76075 Kosa;01.10.2009;2009;10;1;8.71;3;14.5;9.7
76075 Kosa;02.10.2009;2009;10;2;3.35;1.5;14.5;9.56
76075 Kosa;03.10.2009;2009;10;3;4.93;8.53;14.5;9.59
76075 Kosa;04.10.2009;2009;10;4;3.33;0.08;14.5;9.75
76075 Kosa;05.10.2009;2009;10;5;6.65;0.25;14.5;9.82
76075 Kosa;06.10.2009;2009;10;6;6.23;2.85;14.8;9.78
76075 Kosa;07.10.2009;2009;10;7;5.24;2.4;15.7;9.74
76075 Kosa;08.10.2009;2009;10;8;3.88;0.85;16.2;9.81
76075 Kosa;09.10.2009;2009;10;9;7.06;13.75;17.5;10.37
76075 Kosa;10.10.2009;2009;10;10;1.56;9.8;18.4;12.09
76075 Kosa;11.10.2009;2009;10;11;-0.57;0.4;19.9;14.42
76075 Kosa;12.10.2009;2009;10;12;1.16;0.25;22.7;16.09
76075 Kosa;13.10.2009;2009;10;13;0.83;8.48;29.8;17.28
76075 Kosa;14.10.2009;2009;10;14;6.75;2.58;39.5;18.99
76075 Kosa;15.10.2009;2009;10;15;1.46;1.6;46;21.26
76075 Kosa;16.10.2009;2009;10;16;-0.59;0;46.6;22.72
76075 Kosa;17.10.2009;2009;10;17;4.56;1.4;44.7;22.99
76075 Kosa;18.10.2009;2009;10;18;8.28;2.75;43.4;23.19
76075 Kosa;19.10.2009;2009;10;19;7.09;3.75;43.4;24.11
76075 Kosa;20.10.2009;2009;10;20;4.98;3.5;43.4;25.9
76075 Kosa;21.10.2009;2009;10;21;1.31;0.1;41.4;27.6
76075 Kosa;22.10.2009;2009;10;22;0.23;2.03;40.1;28.29
76075 Kosa;23.10.2009;2009;10;23;-0.2;0.08;39.5;27.85
76075 Kosa;24.10.2009;2009;10;24;-0.69;0.3;38.8;26.85
76075 Kosa;25.10.2009;2009;10;25;-4.05;0;37.5;25.87
76075 Kosa;26.10.2009;2009;10;26;-3.6;0;34.3;24.93
76075 Kosa;27.10.2009;2009;10;27;-3.36;1.45;31.7;24.02
76075 Kosa;28.10.2009;2009;10;28;-2;4.1;29.2;23.15
76075 Kosa;29.10.2009;2009;10;29;-0.64;2.1;27.4;22.31
76075 Kosa;30.10.2009;2009;10;30;1.35;5.5;26.2;22.29
76075 Kosa;31.10.2009;2009;10;31;-0.38;3;25.6;23.06
76075 Kosa;01.11.2009;2009;11;1;-5.69;1;24.8;23.8
76075 Kosa;02.11.2009;2009;11;2;-4.89;1.18;23.5;23.72
76075 Kosa;03.11.2009;2009;11;3;-4.78;2.23;22.2;22.86
76075 Kosa;04.11.2009;2009;11;4;-2.73;1.08;20.7;22.03
76075 Kosa;05.11.2009;2009;11;5;-3.49;1.18;22.3;21.23
76075 Kosa;06.11.2009;2009;11;6;-2.65;2.15;24.1;20.45
76075 Kosa;07.11.2009;2009;11;7;-3.21;0.15;24.7;19.71
76075 Kosa;08.11.2009;2009;11;8;-5.5;2.2;24.9;18.99
76075 Kosa;09.11.2009;2009;11;9;-4.69;12.75;24.3;18.3
76075 Kosa;10.11.2009;2009;11;10;-5.73;6.3;24.2;17.63
76075 Kosa;11.11.2009;2009;11;11;-12.03;0.4;23.6;16.99
76075 Kosa;12.11.2009;2009;11;12;-7.91;1.55;23.3;16.37
76075 Kosa;13.11.2009;2009;11;13;-2.45;0;23.5;15.78
76075 Kosa;14.11.2009;2009;11;14;-2.1;2.25;22.8;15.2
76075 Kosa;15.11.2009;2009;11;15;-2.2;1.75;22.5;14.65
76075 Kosa;16.11.2009;2009;11;16;-3.99;0.15;22.6;14.12
76075 Kosa;17.11.2009;2009;11;17;-5.43;0.15;22.3;13.6
76075 Kosa;18.11.2009;2009;11;18;-9.64;0;21.6;13.11
76075 Kosa;19.11.2009;2009;11;19;-4.68;1.25;21.8;12.63
76075 Kosa;20.11.2009;2009;11;20;-3.4;4.4;21.4;12.17
76075 Kosa;21.11.2009;2009;11;21;-3.36;2.25;21.1;11.73
76075 Kosa;22.11.2009;2009;11;22;-3.65;0.5;21.2;11.3
76075 Kosa;23.11.2009;2009;11;23;-4.36;0.43;20.8;10.89
76075 Kosa;24.11.2009;2009;11;24;-3.19;1.63;20.5;10.49
76075 Kosa;25.11.2009;2009;11;25;-1.46;4.75;20.1;10.11
76075 Kosa;26.11.2009;2009;11;26;-1.21;7;19.8;9.74
76075 Kosa;27.11.2009;2009;11;27;-2.53;2.25;19.8;9.39
76075 Kosa;28.11.2009;2009;11;28;-0.11;2.55;20.2;9.05
76075 Kosa;29.11.2009;2009;11;29;0.95;0.9;19.5;8.8
76075 Kosa;30.11.2009;2009;11;30;0.96;0.8;19.5;8.72
76075 Kosa;01.12.2009;2009;12;1;-0.56;0.7;20.2;8.72
76075 Kosa;02.12.2009;2009;12;2;-0.01;3.5;20.6;8.64
76075 Kosa;03.12.2009;2009;12;3;1.67;1.8;22.1;8.66
76075 Kosa;04.12.2009;2009;12;4;-2.79;0.15;24.5;8.86
76075 Kosa;05.12.2009;2009;12;5;-12.49;0.25;26.5;9.05
76075 Kosa;06.12.2009;2009;12;6;-20.45;0.2;27.7;8.98
76075 Kosa;07.12.2009;2009;12;7;-18.36;0.03;28.5;8.65
76075 Kosa;08.12.2009;2009;12;8;-13.28;2.08;28.5;8.34
76075 Kosa;09.12.2009;2009;12;9;-11.39;3.9;28.2;8.03
76075 Kosa;10.12.2009;2009;12;10;-21.16;0.08;27.7;7.74
76075 Kosa;11.12.2009;2009;12;11;-14.3;0.6;26.9;7.46
76075 Kosa;12.12.2009;2009;12;12;-10.15;1.35;22.9;7.19
76075 Kosa;13.12.2009;2009;12;13;-15.31;3.45;21;6.93
76075 Kosa;14.12.2009;2009;12;14;-34.1;0.23;19.5;6.67
76075 Kosa;15.12.2009;2009;12;15;-39.54;0;17.8;6.43
76075 Kosa;16.12.2009;2009;12;16;-37.24;0;16.8;6.2
76075 Kosa;17.12.2009;2009;12;17;-27.85;1.15;15.5;5.97
76075 Kosa;18.12.2009;2009;12;18;-22.65;1.35;14;5.75
76075 Kosa;19.12.2009;2009;12;19;-30.79;0;12.9;5.55
76075 Kosa;20.12.2009;2009;12;20;-23.04;0.2;11.5;5.34
76075 Kosa;21.12.2009;2009;12;21;-26.99;0;10.5;5.15
76075 Kosa;22.12.2009;2009;12;22;-21.09;5;10;4.96
76075 Kosa;23.12.2009;2009;12;23;-15.14;3.8;9.55;4.78
76075 Kosa;24.12.2009;2009;12;24;-11.41;7.63;9.32;4.61
76075 Kosa;25.12.2009;2009;12;25;-6.3;2.45;9.32;4.44
76075 Kosa;26.12.2009;2009;12;26;-16.93;0.28;9.31;4.28
76075 Kosa;27.12.2009;2009;12;27;-17.76;5.9;9.31;4.12
76075 Kosa;28.12.2009;2009;12;28;-8.16;3.5;9.53;3.97
76075 Kosa;29.12.2009;2009;12;29;-14.43;0.88;10;3.83
76075 Kosa;30.12.2009;2009;12;30;-17.5;0.35;10.3;3.69
76075 Kosa;31.12.2009;2009;12;31;-18.58;2.68;10;3.55
76075 Kosa;01.01.2010;2010;1;1;-20.68;1.15;9.78;3.42
76075 Kosa;02.01.2010;2010;1;2;-19.3;3.6;9.77;3.3
76075 Kosa;03.01.2010;2010;1;3;-14.64;5.55;9.98;3.18
76075 Kosa;04.01.2010;2010;1;4;-7.81;10.93;10.2;3.06
76075 Kosa;05.01.2010;2010;1;5;-22.86;0.53;10.1;2.95
76075 Kosa;06.01.2010;2010;1;6;-31.8;0;9.86;2.84
76075 Kosa;07.01.2010;2010;1;7;-32.24;0;9.8;2.74
76075 Kosa;08.01.2010;2010;1;8;-26.19;0.5;9.93;2.64
76075 Kosa;09.01.2010;2010;1;9;-17.61;2.65;10;2.55
76075 Kosa;10.01.2010;2010;1;10;-16.16;1.8;10.1;2.45
76075 Kosa;11.01.2010;2010;1;11;-27.03;0.65;10.2;2.36
76075 Kosa;12.01.2010;2010;1;12;-14.84;2.65;10.6;2.28
76075 Kosa;13.01.2010;2010;1;13;-13.5;1.6;11;2.19
76075 Kosa;14.01.2010;2010;1;14;-16.01;1.15;10.9;2.11
76075 Kosa;15.01.2010;2010;1;15;-19.6;0.5;10.9;2.04
76075 Kosa;16.01.2010;2010;1;16;-25.19;0.15;10.9;1.96
76075 Kosa;17.01.2010;2010;1;17;-14.66;0.85;11.1;1.89
76075 Kosa;18.01.2010;2010;1;18;-13;1.85;11.1;1.82
76075 Kosa;19.01.2010;2010;1;19;-14.53;0.25;11.1;1.76
76075 Kosa;20.01.2010;2010;1;20;-22.6;0;11.3;1.69
76075 Kosa;21.01.2010;2010;1;21;-26.54;0;10.9;1.63
